Arquivo,Tamanho (KB),Data Modificação
TG037_37521_67491_00725_037_20251109011941_91.13.BIN,40.11,09/11/2025 01:20
TG039_39005_67758_01119_039_20251109004000_91.13.BIN,48.95,09/11/2025 00:39
TG037_37501_68079_00903_037_20251109141800_91.13.BIN,27.71,09/11/2025 14:18
TG037_37521_67491_00726_037_20251109064528_91.13.BIN,2.74,09/11/2025 12:26
TG037_37521_67491_00727_037_20251109121933_91.13.BIN,17.09,09/11/2025 12:26
TG037_37521_67491_00728_037_20251109193522_91.13.BIN,21.08,09/11/2025 19:35
TG037_37526_66997_01543_037_20251109134410_91.13.BIN,34.23,09/11/2025 20:43
TG037_37526_66997_01544_037_20251109204319_91.13.BIN,24.41,09/11/2025 20:43
TG037_37527_67462_01259_037_20251109140720_91.13.BIN,33.18,10/11/2025 00:21
TG039_37529_66653_00755_039_20251109132752_91.13.BIN,34.94,09/11/2025 23:29
TG039_37529_66653_00756_039_20251109232939_91.13.BIN,43.86,09/11/2025 23:29
TG039_39004_66894_01290_039_20251109115417_91.13.BIN,23.18,09/11/2025 21:20
TG039_39004_66894_01291_039_20251109212035_91.13.BIN,20.90,09/11/2025 21:20
TG039_39005_67758_01120_039_20251109114755_91.13.BIN,60.44,09/11/2025 21:47
TG039_39005_67758_01121_039_20251109214802_91.13.BIN,40.86,09/11/2025 21:47
TG039_39007_67095_01140_039_20251109124625_91.13.BIN,32.47,09/11/2025 12:47
TG039_39008_67666_00692_039_20251109235251_91.13.BIN,39.79,09/11/2025 23:53
TG039_39094_67706_01323_039_20251109132055_91.13.BIN,15.34,09/11/2025 13:20
TG039_39100_67988_01083_039_20251109133011_91.13.BIN,28.09,09/11/2025 22:34
TG039_39100_67988_01084_039_20251109223357_91.13.BIN,21.19,09/11/2025 22:34
TG039_39104_66308_00866_039_20251109125517_91.13.BIN,23.93,09/11/2025 21:28
TG039_39104_66308_00867_039_20251109212831_91.13.BIN,25.48,09/11/2025 21:28
TG039_39116_66665_01166_039_20251109133645_91.13.BIN,7.16,10/11/2025 00:49
TG039_39122_67394_00940_039_20251109131812_91.13.BIN,20.24,09/11/2025 13:19
TG039_39138_67843_00854_039_20251109120218_91.13.BIN,21.51,09/11/2025 21:08
TG039_39138_67843_00855_039_20251109210900_91.13.BIN,23.55,09/11/2025 21:08
