Arquivo,Tamanho (KB),Data Modificação
TG039_39100_67988_01111_039_20251125004721_91.13.BIN,23.15,25/11/2025 00:46
TG039_39504_66717_01540_039_20251125004621_91.13.BIN,45.74,25/11/2025 00:45
TG037_37501_68079_00934_037_20251125124942_91.13.BIN,49.81,25/11/2025 21:12
TG037_37501_68079_00935_037_20251125170644_91.13.BIN,24.43,25/11/2025 21:12
TG037_37501_68079_00936_037_20251125211029_91.13.BIN,13.03,25/11/2025 21:12
TG037_37503_67421_00959_037_20251125124528_91.13.BIN,58.33,25/11/2025 21:09
TG037_37503_67421_00960_037_20251125210857_91.13.BIN,33.47,25/11/2025 21:09
TG037_37511_67490_00938_037_20251125133123_91.13.BIN,32.28,25/11/2025 22:38
TG037_37511_67490_00939_037_20251125223724_91.13.BIN,35.66,25/11/2025 22:38
TG037_37521_67491_00750_037_20251125201758_91.13.BIN,73.80,25/11/2025 20:19
TG037_37525_67746_00833_037_20251125135141_91.13.BIN,35.36,25/11/2025 22:42
TG037_37525_67746_00834_037_20251125224204_91.13.BIN,24.04,25/11/2025 22:42
TG037_37526_66997_01569_037_20251125124904_91.13.BIN,33.68,25/11/2025 22:05
TG037_37526_66997_01570_037_20251125220437_91.13.BIN,36.77,25/11/2025 22:05
TG037_37527_67462_01286_037_20251125154135_91.13.BIN,40.71,25/11/2025 23:52
TG037_37527_67462_01287_037_20251125235138_91.13.BIN,32.03,25/11/2025 23:52
TG039_39004_66894_01317_039_20251125134622_91.13.BIN,55.36,25/11/2025 22:41
TG039_39004_66894_01318_039_20251125224201_91.13.BIN,30.72,25/11/2025 22:41
TG039_39007_67095_01165_039_20251125101740_91.13.BIN,18.15,25/11/2025 10:42
TG039_39007_67095_01166_039_20251125194615_91.13.BIN,17.72,25/11/2025 19:46
TG039_39008_67666_00716_039_20251125140529_91.13.BIN,42.49,25/11/2025 22:39
TG039_39008_67666_00717_039_20251125223938_91.13.BIN,34.12,25/11/2025 22:39
TG039_39016_67791_01037_039_20251125120232_91.13.BIN,23.10,25/11/2025 12:03
TG039_39016_67791_01038_039_20251125203842_91.13.BIN,17.51,25/11/2025 20:39
TG039_39022_67484_01179_039_20251125140141_91.13.BIN,54.33,25/11/2025 20:43
TG039_39022_67484_01180_039_20251125204122_91.13.BIN,27.40,25/11/2025 20:43
TG039_39023_66939_01167_039_20251125200336_91.13.BIN,87.30,25/11/2025 20:04
TG039_39024_67229_01165_039_20251125143521_91.13.BIN,48.90,25/11/2025 14:56
TG039_39024_67229_01166_039_20251125232523_91.13.BIN,31.14,25/11/2025 23:26
TG039_39038_67350_00515_039_20251125052300_91.13.BIN,8.35,25/11/2025 12:05
TG039_39038_67350_00516_039_20251125120449_91.13.BIN,26.06,25/11/2025 12:05
TG039_39038_67350_00517_039_20251125220024_91.13.BIN,34.14,25/11/2025 22:00
TG039_39058_67196_01318_039_20251125211103_91.13.BIN,47.10,25/11/2025 21:12
TG039_39094_67706_01350_039_20251125130037_91.13.BIN,21.79,25/11/2025 21:52
TG039_39094_67706_01351_039_20251125215118_91.13.BIN,32.95,25/11/2025 21:52
TG039_39097_67448_01377_039_20251125131522_91.13.BIN,47.02,25/11/2025 21:29
TG039_39097_67448_01378_039_20251125212854_91.13.BIN,29.53,25/11/2025 21:29
TG039_39100_67988_01112_039_20251125184151_91.13.BIN,61.96,25/11/2025 18:42
TG039_39104_66308_00889_039_20251125114957_91.13.BIN,13.14,25/11/2025 11:51
TG039_39104_66308_00890_039_20251125212013_91.13.BIN,30.91,25/11/2025 21:19
TG039_39116_66665_01191_039_20251125131932_91.13.BIN,44.21,25/11/2025 21:48
TG039_39116_66665_01192_039_20251125214652_91.13.BIN,37.25,25/11/2025 21:48
TG039_39116_66665_01193_039_20251125214803_91.13.BIN,1.60,25/11/2025 21:48
TG039_39122_67394_00957_039_20251125144606_91.13.BIN,39.13,25/11/2025 14:45
TG039_39133_67742_00944_039_20251125201852_91.13.BIN,60.06,25/11/2025 20:20
TG039_39134_66273_01099_039_20251125194021_91.13.BIN,64.12,25/11/2025 19:41
TG039_39138_67843_00882_039_20251125132606_91.13.BIN,35.14,25/11/2025 22:21
TG039_39138_67843_00883_039_20251125222146_91.13.BIN,26.27,25/11/2025 22:21
TG039_39504_66717_01541_039_20251125124748_91.13.BIN,48.56,25/11/2025 21:06
TG039_39504_66717_01542_039_20251125210448_91.13.BIN,39.31,25/11/2025 21:06
TG039_39506_68096_01778_039_20251125134412_91.13.BIN,50.19,26/11/2025 00:20
TG039_39511_66450_00952_039_20251125184017_91.13.BIN,81.70,25/11/2025 18:41
