Arquivo,Tamanho (KB),Data Modificação
TG039_39038_67350_00513_039_20251118003253_91.13.BIN,38.58,18/11/2025 00:33
TG039_39116_66665_01182_039_20251118001954_91.13.BIN,40.57,18/11/2025 00:21
TG039_39504_66717_01530_039_20251118003925_91.13.BIN,35.48,18/11/2025 00:39
TG037_37501_68079_00917_037_20251118121315_91.13.BIN,37.76,18/11/2025 20:55
TG037_37501_68079_00918_037_20251118205503_91.13.BIN,42.69,18/11/2025 20:55
TG037_37503_67421_00950_037_20251118124358_91.13.BIN,22.43,18/11/2025 21:08
TG037_37503_67421_00951_037_20251118210803_91.13.BIN,35.15,18/11/2025 21:08
TG037_37511_67490_00926_037_20251118131135_91.13.BIN,29.46,18/11/2025 20:14
TG037_37511_67490_00927_037_20251118201346_91.13.BIN,35.12,18/11/2025 20:14
TG037_37521_67491_00738_037_20251118133738_91.13.BIN,38.40,18/11/2025 22:18
TG037_37521_67491_00739_037_20251118221955_91.13.BIN,35.36,18/11/2025 22:18
TG037_37525_67746_00821_037_20251118144520_91.13.BIN,49.64,18/11/2025 23:24
TG037_37525_67746_00822_037_20251118232342_91.13.BIN,31.74,18/11/2025 23:24
TG037_37526_66997_01559_037_20251118153711_91.13.BIN,47.18,18/11/2025 22:03
TG037_37526_66997_01560_037_20251118220352_91.13.BIN,29.45,18/11/2025 22:03
TG039_39004_66894_01305_039_20251118134525_91.13.BIN,40.74,18/11/2025 22:59
TG039_39004_66894_01306_039_20251118225848_91.13.BIN,22.61,18/11/2025 22:59
TG039_39007_67095_01155_039_20251118102225_91.13.BIN,27.39,18/11/2025 10:25
TG039_39007_67095_01156_039_20251118195217_91.13.BIN,25.52,18/11/2025 19:53
TG039_39008_67666_00706_039_20251118140013_91.13.BIN,51.34,18/11/2025 22:25
TG039_39008_67666_00707_039_20251118222445_91.13.BIN,24.61,18/11/2025 22:25
TG039_39016_67791_01030_039_20251118120139_91.13.BIN,7.81,18/11/2025 12:00
TG039_39016_67791_01031_039_20251118202917_91.13.BIN,23.95,18/11/2025 20:28
TG039_39017_66369_01150_039_20251118125040_91.13.BIN,44.88,18/11/2025 19:31
TG039_39017_66369_01151_039_20251118192939_91.13.BIN,29.91,18/11/2025 19:31
TG039_39022_67484_01165_039_20251118135508_91.13.BIN,60.10,18/11/2025 21:24
TG039_39022_67484_01166_039_20251118212249_91.13.BIN,26.84,18/11/2025 21:24
TG039_39023_66939_01163_039_20251118200554_91.13.BIN,77.98,18/11/2025 20:07
TG039_39024_67229_01152_039_20251118143356_91.13.BIN,55.93,18/11/2025 22:02
TG039_39024_67229_01153_039_20251118220237_91.13.BIN,29.36,18/11/2025 22:02
TG039_39034_67040_01045_039_20251118123705_91.13.BIN,18.35,18/11/2025 21:10
TG039_39034_67040_01046_039_20251118210953_91.13.BIN,46.38,18/11/2025 21:10
TG039_39038_67350_00514_039_20251118095551_91.13.BIN,33.06,18/11/2025 09:57
TG039_39058_67196_01311_039_20251118211303_91.13.BIN,42.82,18/11/2025 21:14
TG039_39085_67775_00874_039_20251118200455_91.13.BIN,6.97,18/11/2025 20:05
TG039_39094_67706_01338_039_20251118124807_91.13.BIN,25.45,18/11/2025 22:07
TG039_39094_67706_01339_039_20251118220658_91.13.BIN,17.65,18/11/2025 22:07
TG039_39097_67448_01364_039_20251118132027_91.13.BIN,39.88,18/11/2025 21:30
TG039_39097_67448_01365_039_20251118213053_91.13.BIN,30.41,18/11/2025 21:31
TG039_39104_66308_00881_039_20251118201547_91.13.BIN,41.24,18/11/2025 20:16
TG039_39116_66665_01184_039_20251118230211_91.13.BIN,40.29,18/11/2025 23:01
TG039_39122_67394_00950_039_20251118143024_91.13.BIN,45.53,18/11/2025 22:02
TG039_39122_67394_00951_039_20251118220212_91.13.BIN,32.75,18/11/2025 22:02
TG039_39129_67687_00595_039_20251118053820_91.13.BIN,3.07,18/11/2025 05:38
TG039_39129_67687_00596_039_20251118060815_91.13.BIN,2.42,18/11/2025 06:08
TG039_39137_67051_01360_039_20251118041228_91.13.BIN,2.71,18/11/2025 19:47
TG039_39137_67051_01361_039_20251118194728_91.13.BIN,40.41,18/11/2025 19:47
TG039_39138_67843_00870_039_20251118132439_91.13.BIN,39.25,18/11/2025 22:58
TG039_39138_67843_00871_039_20251118225824_91.13.BIN,36.97,18/11/2025 22:58
TG039_39504_66717_01531_039_20251118134337_91.13.BIN,58.57,18/11/2025 21:10
TG039_39504_66717_01532_039_20251118171037_91.13.BIN,16.86,18/11/2025 21:10
TG039_39504_66717_01533_039_20251118210914_91.13.BIN,18.43,18/11/2025 21:10
TG039_39506_68096_01771_039_20251118113357_91.13.BIN,30.65,18/11/2025 20:22
TG039_39506_68096_01772_039_20251118202240_91.13.BIN,30.56,18/11/2025 20:22
TG039_39511_66450_00946_039_20251118183708_91.13.BIN,95.92,18/11/2025 18:38
