Arquivo,Tamanho (KB),Data Modificação
TG039_39100_67988_01118_039_20251129005921_91.13.BIN,38.92,29/11/2025 00:59
TG039_39504_66717_01550_039_20251129010425_91.13.BIN,44.12,29/11/2025 01:03
TG037_37501_68079_00942_037_20251129104112_91.13.BIN,9.95,29/11/2025 20:57
TG037_37501_68079_00943_037_20251129140610_91.13.BIN,14.99,29/11/2025 20:57
TG037_37501_68079_00944_037_20251129205615_91.13.BIN,26.07,29/11/2025 20:57
TG037_37503_67421_00968_037_20251129143231_91.13.BIN,31.44,29/11/2025 22:15
TG037_37503_67421_00969_037_20251129221619_91.13.BIN,40.03,29/11/2025 22:15
TG037_37511_67490_00946_037_20251129052522_91.13.BIN,3.22,29/11/2025 11:55
TG037_37511_67490_00947_037_20251129115605_91.13.BIN,40.49,29/11/2025 11:55
TG037_37511_67490_00948_037_20251129134845_91.13.BIN,3.19,30/11/2025 00:38
TG037_37517_68081_01109_037_20251129132121_91.13.BIN,38.88,29/11/2025 13:23
TG037_37521_67491_00757_037_20251129143835_91.13.BIN,46.91,29/11/2025 20:42
TG037_37521_67491_00758_037_20251129204231_91.13.BIN,22.73,29/11/2025 20:42
TG037_37527_67462_01294_037_20251129135600_91.13.BIN,48.40,30/11/2025 00:25
TG039_37529_66653_00786_039_20251129122825_91.13.BIN,50.84,29/11/2025 23:48
TG039_37529_66653_00787_039_20251129234729_91.13.BIN,58.03,29/11/2025 23:48
TG039_39004_66894_01324_039_20251129132732_91.13.BIN,41.12,29/11/2025 21:46
TG039_39004_66894_01325_039_20251129214632_91.13.BIN,30.97,29/11/2025 21:46
TG039_39005_67758_01148_039_20251129114025_91.13.BIN,45.30,29/11/2025 22:32
TG039_39005_67758_01149_039_20251129223201_91.13.BIN,65.79,29/11/2025 22:32
TG039_39007_67095_01173_039_20251129123121_91.13.BIN,39.26,29/11/2025 23:23
TG039_39007_67095_01174_039_20251129232206_91.13.BIN,29.71,29/11/2025 23:23
TG039_39016_67791_01045_039_20251129131933_91.13.BIN,35.00,29/11/2025 13:21
TG039_39021_66229_01017_039_20251129141037_91.13.BIN,35.09,29/11/2025 14:10
TG039_39058_67196_01322_039_20251129142013_91.13.BIN,32.71,29/11/2025 14:20
TG039_39100_67988_01119_039_20251129141250_91.13.BIN,36.83,29/11/2025 22:07
TG039_39100_67988_01120_039_20251129220556_91.13.BIN,28.99,29/11/2025 22:07
TG039_39137_67051_01372_039_20251129140910_91.13.BIN,26.03,29/11/2025 14:08
TG039_39138_67843_00890_039_20251129135342_91.13.BIN,45.21,29/11/2025 19:46
TG039_39138_67843_00891_039_20251129194510_91.13.BIN,25.87,29/11/2025 19:46
TG039_39504_66717_01551_039_20251129143037_91.13.BIN,43.99,29/11/2025 14:31
TG039_39511_66450_00957_039_20251129132753_91.13.BIN,46.00,29/11/2025 21:49
TG039_39511_66450_00958_039_20251129215026_91.13.BIN,53.97,29/11/2025 21:49
