Arquivo,Tamanho (KB),Data Modificação
TG037_37525_67746_01040_037_20260402000255_91.13.BIN,41.70,02/04/2026 00:03
TG039_37529_66653_00965_039_20260402000339_91.13.BIN,45.28,02/04/2026 00:03
TG039_39008_67666_00905_039_20260402011511_91.13.BIN,45.08,02/04/2026 01:15
TG039_39023_66939_01299_039_20260402004900_91.13.BIN,60.86,02/04/2026 00:49
TG037_37501_68079_01149_037_20260402112635_91.13.BIN,23.44,02/04/2026 19:47
TG037_37501_68079_01150_037_20260402194545_91.13.BIN,40.04,02/04/2026 19:47
TG037_37503_67421_01156_037_20260402211350_91.13.BIN,34.19,02/04/2026 21:16
TG037_37511_67490_01135_037_20260402130242_91.13.BIN,21.52,02/04/2026 19:41
TG037_37511_67490_01136_037_20260402194008_91.13.BIN,24.36,02/04/2026 19:41
TG037_37521_67491_00937_037_20260402133504_91.13.BIN,22.21,02/04/2026 22:28
TG037_37521_67491_00938_037_20260402222855_91.13.BIN,25.82,02/04/2026 22:28
TG037_37525_67746_01041_037_20260402150707_91.13.BIN,35.39,02/04/2026 22:59
TG037_37525_67746_01042_037_20260402230006_91.13.BIN,22.93,02/04/2026 22:59
TG037_37527_67625_01088_037_20260402140621_91.13.BIN,35.94,02/04/2026 22:29
TG037_37527_67625_01089_037_20260402222920_91.13.BIN,27.41,02/04/2026 22:29
TG039_37529_66653_00966_039_20260402120931_91.13.BIN,29.67,02/04/2026 21:02
TG039_37529_66653_00967_039_20260402210059_91.13.BIN,48.66,02/04/2026 21:02
TG039_39004_66894_01493_039_20260402200723_91.13.BIN,33.03,02/04/2026 20:08
TG039_39005_67758_01316_039_20260402131229_91.13.BIN,29.07,02/04/2026 19:41
TG039_39005_67758_01317_039_20260402170447_91.13.BIN,14.68,02/04/2026 19:41
TG039_39005_67758_01318_039_20260402193943_91.13.BIN,10.73,02/04/2026 19:41
TG039_39007_67095_01373_039_20260402102058_91.13.BIN,12.91,02/04/2026 10:20
TG039_39008_67666_00906_039_20260402124855_91.13.BIN,37.60,02/04/2026 21:14
TG039_39008_67666_00907_039_20260402211336_91.13.BIN,51.59,02/04/2026 21:14
TG039_39016_67791_01210_039_20260402133023_91.13.BIN,28.15,03/04/2026 00:51
TG039_39021_66229_01165_039_20260402143425_91.13.BIN,20.99,02/04/2026 23:15
TG039_39021_66229_01166_039_20260402231549_91.13.BIN,22.10,02/04/2026 23:15
TG039_39022_66737_00811_039_20260402140215_91.13.BIN,32.84,02/04/2026 21:03
TG039_39022_66737_00812_039_20260402210109_91.13.BIN,32.00,02/04/2026 21:03
TG039_39023_66939_01300_039_20260402182100_91.13.BIN,46.72,02/04/2026 18:22
TG039_39024_67229_01375_039_20260402112928_91.13.BIN,25.66,02/04/2026 21:02
TG039_39024_67229_01376_039_20260402210125_91.13.BIN,27.09,02/04/2026 21:02
TG039_39030_66637_00643_039_20260402111737_91.13.BIN,19.92,02/04/2026 19:39
TG039_39030_66637_00644_039_20260402193838_91.13.BIN,17.73,02/04/2026 19:39
TG039_39031_66664_01313_039_20260402191112_91.13.BIN,8.00,02/04/2026 19:13
TG039_39038_67350_00643_039_20260402115513_91.13.BIN,19.74,02/04/2026 23:05
TG039_39038_67350_00644_039_20260402115653_91.13.BIN,1.90,02/04/2026 23:05
TG039_39038_67350_00645_039_20260402230525_91.13.BIN,41.41,02/04/2026 23:05
TG039_39041_67728_01377_039_20260402113524_91.13.BIN,16.76,02/04/2026 11:34
TG039_39058_67394_00347_039_20260402210848_91.13.BIN,44.14,02/04/2026 21:10
TG039_39094_67706_01543_039_20260402131240_91.13.BIN,25.67,02/04/2026 21:45
TG039_39094_67706_01544_039_20260402214402_91.13.BIN,28.70,02/04/2026 21:45
TG039_39097_67448_01593_039_20260402131132_91.13.BIN,21.33,02/04/2026 21:16
TG039_39097_67448_01594_039_20260402211443_91.13.BIN,28.36,02/04/2026 21:16
TG039_39104_66308_01070_039_20260402133426_91.13.BIN,23.07,02/04/2026 22:42
TG039_39104_66308_01071_039_20260402224248_91.13.BIN,37.26,02/04/2026 22:42
TG039_39506_68096_01961_039_20260402144833_91.13.BIN,29.62,02/04/2026 19:39
TG039_39506_68096_01962_039_20260402193812_91.13.BIN,21.87,02/04/2026 19:39
TG039_39511_66450_01145_039_20260402123722_91.13.BIN,35.43,02/04/2026 22:17
TG039_39511_66450_01146_039_20260402221651_91.13.BIN,56.84,02/04/2026 22:17
