Arquivo,Tamanho (KB),Data Modificação
TG039_39100_67988_01089_039_20251113004246_91.13.BIN,29.43,13/11/2025 00:44
TG039_39116_66665_01174_039_20251113001057_91.13.BIN,31.46,13/11/2025 00:13
TG037_37501_68079_00910_037_20251113114401_91.13.BIN,27.40,13/11/2025 20:30
TG037_37501_68079_00911_037_20251113203021_91.13.BIN,50.28,13/11/2025 20:30
TG037_37503_67421_00942_037_20251113202419_91.13.BIN,41.46,13/11/2025 20:24
TG037_37525_67746_00811_037_20251113130035_91.13.BIN,41.99,13/11/2025 21:15
TG037_37525_67746_00812_037_20251113171204_91.13.BIN,20.42,13/11/2025 21:15
TG037_37525_67746_00813_037_20251113211359_91.13.BIN,15.54,13/11/2025 21:15
TG037_37526_66997_01549_037_20251113154257_91.13.BIN,50.41,13/11/2025 22:03
TG037_37526_66997_01550_037_20251113220230_91.13.BIN,28.95,13/11/2025 22:03
TG037_37527_67462_01267_037_20251113141635_91.13.BIN,34.02,14/11/2025 01:14
TG039_37529_66653_00763_039_20251113192039_91.13.BIN,69.27,13/11/2025 19:21
TG039_39004_66894_01296_039_20251113134657_91.13.BIN,45.21,13/11/2025 23:03
TG039_39004_66894_01297_039_20251113230151_91.13.BIN,27.56,13/11/2025 23:03
TG039_39005_67758_01126_039_20251113121110_91.13.BIN,45.17,13/11/2025 20:31
TG039_39005_67758_01127_039_20251113203033_91.13.BIN,22.21,13/11/2025 20:31
TG039_39007_67095_01147_039_20251113101851_91.13.BIN,21.12,13/11/2025 10:18
TG039_39007_67095_01148_039_20251113200231_91.13.BIN,18.34,13/11/2025 20:01
TG039_39008_67666_00699_039_20251113151613_91.13.BIN,47.60,14/11/2025 00:01
TG039_39016_67791_01024_039_20251113115507_91.13.BIN,21.11,13/11/2025 11:56
TG039_39016_67791_01025_039_20251113205747_91.13.BIN,21.86,13/11/2025 20:56
TG039_39017_66369_01146_039_20251113211807_91.13.BIN,66.89,13/11/2025 21:19
TG039_39022_67484_01157_039_20251113135431_91.13.BIN,48.91,13/11/2025 21:34
TG039_39022_67484_01158_039_20251113213339_91.13.BIN,33.52,13/11/2025 21:34
TG039_39023_66939_01160_039_20251113201210_91.13.BIN,72.75,13/11/2025 20:11
TG039_39024_67229_01145_039_20251113143139_91.13.BIN,54.31,13/11/2025 21:21
TG039_39024_67229_01146_039_20251113211942_91.13.BIN,20.46,13/11/2025 21:21
TG039_39034_67040_01042_039_20251113191904_91.13.BIN,56.41,13/11/2025 19:19
TG039_39038_67350_00505_039_20251113150019_91.13.BIN,53.95,13/11/2025 15:47
TG039_39038_67350_00506_039_20251113154715_91.13.BIN,6.89,13/11/2025 15:47
TG039_39094_67706_01330_039_20251113130247_91.13.BIN,19.55,13/11/2025 21:24
TG039_39094_67706_01331_039_20251113212313_91.13.BIN,20.65,13/11/2025 21:24
TG039_39097_67448_01357_039_20251113132526_91.13.BIN,44.44,13/11/2025 21:34
TG039_39097_67448_01358_039_20251113213316_91.13.BIN,36.61,13/11/2025 21:34
TG039_39100_67988_01090_039_20251113143233_91.13.BIN,53.36,13/11/2025 22:53
TG039_39100_67988_01091_039_20251113225312_91.13.BIN,20.27,13/11/2025 22:53
TG039_39104_66308_00872_039_20251113122414_91.13.BIN,16.41,13/11/2025 21:07
TG039_39104_66308_00873_039_20251113210723_91.13.BIN,38.65,13/11/2025 21:07
TG039_39116_66665_01175_039_20251113150527_91.13.BIN,43.69,14/11/2025 00:15
TG039_39122_67394_00946_039_20251113143515_91.13.BIN,23.04,13/11/2025 14:35
TG039_39129_67687_00589_039_20251113142206_91.13.BIN,41.13,13/11/2025 22:03
TG039_39129_67687_00590_039_20251113220344_91.13.BIN,39.08,13/11/2025 22:03
TG039_39137_67051_01357_039_20251113200347_91.13.BIN,41.62,13/11/2025 20:03
TG039_39138_67843_00862_039_20251113134314_91.13.BIN,35.04,13/11/2025 22:45
TG039_39138_67843_00863_039_20251113224447_91.13.BIN,26.47,13/11/2025 22:45
TG039_39504_66717_01525_039_20251113133158_91.13.BIN,44.72,13/11/2025 21:36
TG039_39504_66717_01526_039_20251113213518_91.13.BIN,38.18,13/11/2025 21:36
TG039_39511_66450_00941_039_20251113190225_91.13.BIN,96.49,13/11/2025 19:02
TG039_39506_68096_01764_039_20251113135255_91.13.BIN,39.73,14/11/2025 04:20
