Arquivo,Tamanho (KB),Data Modificação
TG037_37501_68079_00927_037_20251123004929_91.13.BIN,47.21,23/11/2025 00:49
TG037_37527_67462_01281_037_20251123001407_91.13.BIN,42.66,23/11/2025 00:14
TG039_39004_66894_01312_039_20251123003616_91.13.BIN,37.75,23/11/2025 00:35
TG037_37501_68079_00928_037_20251123124533_91.13.BIN,30.79,23/11/2025 22:45
TG037_37501_68079_00929_037_20251123155342_91.13.BIN,13.42,23/11/2025 22:45
TG037_37501_68079_00930_037_20251123224506_91.13.BIN,27.02,23/11/2025 22:45
TG037_37521_67491_00746_037_20251123120807_91.13.BIN,15.86,23/11/2025 20:04
TG037_37521_67491_00747_037_20251123200411_91.13.BIN,17.41,23/11/2025 20:04
TG037_37526_66997_01565_037_20251123134052_91.13.BIN,33.45,23/11/2025 21:13
TG037_37526_66997_01566_037_20251123211405_91.13.BIN,21.32,23/11/2025 21:13
TG037_37527_67462_01282_037_20251123125841_91.13.BIN,38.25,23/11/2025 23:34
TG037_37527_67462_01283_037_20251123233437_91.13.BIN,25.29,23/11/2025 23:34
TG039_37529_66653_00775_039_20251123133405_91.13.BIN,43.52,24/11/2025 00:56
TG039_39004_66894_01313_039_20251123120106_91.13.BIN,24.13,23/11/2025 21:24
TG039_39004_66894_01314_039_20251123212402_91.13.BIN,29.69,23/11/2025 21:24
TG039_39005_67758_01138_039_20251123114712_91.13.BIN,41.69,23/11/2025 21:07
TG039_39005_67758_01139_039_20251123190504_91.13.BIN,30.42,23/11/2025 21:07
TG039_39005_67758_01140_039_20251123210756_91.13.BIN,11.86,23/11/2025 21:07
TG039_39008_67666_00712_039_20251123134921_91.13.BIN,38.29,24/11/2025 00:07
TG039_39097_67448_01373_039_20251123133656_91.13.BIN,20.96,23/11/2025 21:26
TG039_39097_67448_01374_039_20251123212652_91.13.BIN,30.65,23/11/2025 21:26
TG039_39122_67394_00955_039_20251123125410_91.13.BIN,26.55,23/11/2025 12:54
TG039_39134_66273_01094_039_20251123124809_91.13.BIN,17.46,23/11/2025 23:06
TG039_39134_66273_01095_039_20251123230657_91.13.BIN,17.51,23/11/2025 23:06
TG039_39138_67843_00880_039_20251123115135_91.13.BIN,12.25,23/11/2025 20:10
TG039_39138_67843_00881_039_20251123201020_91.13.BIN,15.88,23/11/2025 20:10
