Arquivo,Tamanho (KB),Data Modificação
TG037_37501_68079_01097_037_20260305003629_91.13.BIN,45.24,05/03/2026 00:37
TG039_37529_66653_00917_039_20260305005548_91.13.BIN,37.33,05/03/2026 00:56
TG039_39023_66939_01260_039_20260305001043_91.13.BIN,36.92,05/03/2026 00:12
TG037_37501_68079_01098_037_20260305115040_91.13.BIN,32.21,05/03/2026 20:49
TG037_37501_68079_01099_037_20260305204953_91.13.BIN,27.62,05/03/2026 20:49
TG037_37503_67421_01108_037_20260305191148_91.13.BIN,44.85,05/03/2026 19:12
TG037_37511_67490_01093_037_20260305131136_91.13.BIN,25.13,05/03/2026 20:06
TG037_37511_67490_01094_037_20260305200702_91.13.BIN,30.11,05/03/2026 20:06
TG037_37521_67491_00890_037_20260305133842_91.13.BIN,32.27,05/03/2026 22:28
TG037_37521_67491_00891_037_20260305222740_91.13.BIN,27.94,05/03/2026 22:28
TG037_37525_67746_00994_037_20260305132546_91.13.BIN,48.63,05/03/2026 21:47
TG037_37525_67746_00995_037_20260305214704_91.13.BIN,38.54,05/03/2026 21:47
TG037_37526_66997_01700_037_20260305154929_91.13.BIN,48.34,05/03/2026 22:03
TG037_37526_66997_01701_037_20260305220327_91.13.BIN,30.78,05/03/2026 22:03
TG037_37527_67625_01036_037_20260305143058_91.13.BIN,57.37,05/03/2026 22:55
TG037_37527_67625_01037_037_20260305225523_91.13.BIN,34.63,05/03/2026 22:55
TG039_119094_67706_01492_039_20260305150509_91.13.BIN,28.88,05/03/2026 22:16
TG039_119094_67706_01493_039_20260305221715_91.13.BIN,22.61,05/03/2026 22:16
TG039_37529_66653_00918_039_20260305140730_91.13.BIN,44.64,05/03/2026 14:05
TG039_37529_66653_00919_039_20260305231059_91.13.BIN,44.97,05/03/2026 23:13
TG039_39004_66894_01449_039_20260305134210_91.13.BIN,38.79,05/03/2026 22:56
TG039_39004_66894_01450_039_20260305225549_91.13.BIN,22.91,05/03/2026 22:56
TG039_39005_67758_01279_039_20260305123216_91.13.BIN,59.58,05/03/2026 21:03
TG039_39005_67758_01280_039_20260305210302_91.13.BIN,60.09,05/03/2026 21:03
TG039_39007_67095_01324_039_20260305103243_91.13.BIN,17.66,05/03/2026 10:30
TG039_39007_67095_01325_039_20260305194949_91.13.BIN,20.32,05/03/2026 19:52
TG039_39022_66737_00758_039_20260305135919_91.13.BIN,47.47,05/03/2026 21:18
TG039_39022_66737_00759_039_20260305211528_91.13.BIN,38.55,05/03/2026 21:18
TG039_39030_66637_00597_039_20260305140643_91.13.BIN,40.73,05/03/2026 23:18
TG039_39030_66637_00598_039_20260305140832_91.13.BIN,2.09,05/03/2026 23:18
TG039_39030_66637_00599_039_20260305231844_91.13.BIN,35.54,05/03/2026 23:18
TG039_39041_67728_01333_039_20260305120313_91.13.BIN,23.03,05/03/2026 12:02
TG039_39041_67728_01334_039_20260305204507_91.13.BIN,24.16,05/03/2026 20:47
TG039_39058_67394_00318_039_20260305210957_91.13.BIN,57.70,05/03/2026 21:09
TG039_39097_67448_01539_039_20260305114335_91.13.BIN,43.59,05/03/2026 21:30
TG039_39097_67448_01540_039_20260305114828_91.13.BIN,1.61,05/03/2026 21:30
TG039_39097_67448_01541_039_20260305213044_91.13.BIN,44.11,05/03/2026 21:30
TG039_39098_67417_01107_039_20260305135704_91.13.BIN,25.89,05/03/2026 13:55
TG039_39098_67417_01108_039_20260305212749_91.13.BIN,17.15,05/03/2026 21:28
TG039_39100_67988_01271_039_20260305183915_91.13.BIN,58.17,05/03/2026 18:39
TG039_39104_66308_01028_039_20260305143759_91.13.BIN,20.64,05/03/2026 21:11
TG039_39104_66308_01029_039_20260305211000_91.13.BIN,30.17,05/03/2026 21:11
TG039_39133_67196_01380_039_20260305210013_91.13.BIN,38.35,05/03/2026 21:01
TG039_39137_67051_01453_039_20260305194132_91.13.BIN,48.36,05/03/2026 19:40
TG039_39138_67843_01029_039_20260305194410_91.13.BIN,63.72,05/03/2026 19:42
TG039_39506_68096_01920_039_20260305211322_91.13.BIN,58.06,05/03/2026 21:13
TG039_39511_66450_01097_039_20260305122313_91.13.BIN,58.58,05/03/2026 19:05
TG039_39511_66450_01098_039_20260305190533_91.13.BIN,52.65,05/03/2026 19:04
